image|caption_number|caption
1362128028_8422d53dc4.jpg|3|Három gyerek belepréselődik egy vízzel teli műanyag kádba és játszik.
1362128028_8422d53dc4.jpg|4|Három kisfiú fürdik egy gumiládában a füvön.
1363843090_9425d93064.jpg|0|Egy fekete kutya kivesz egy ruhát a patakmederből.
1363843090_9425d93064.jpg|1|Egy kutya egy fehér rongyot húz át egy majdnem kiszáradt patakon.
1363843090_9425d93064.jpg|2|Egy kutya a folyóban gázol, törülközővel a szájában.
1363843090_9425d93064.jpg|3|Egy kutya egy kis patakon sétál át ronggyal a szájában.
1363843090_9425d93064.jpg|4|Egy patakon sétáló kutya, szájában fehér törülközőt cipel
1363924449_487f0733df.jpg|0|Egy fiú a fején tartja a kezét.
1363924449_487f0733df.jpg|1|Egy gyerek a fejére tett kézzel.
1363924449_487f0733df.jpg|2|Egy csíkos inges kisfiú keze a fején van.
1363924449_487f0733df.jpg|3|Egy kisfiú áll a feje tetejére tett kézzel
1363924449_487f0733df.jpg|4|A csíkos inget viselő szőke fiú a fűben sétál.
136552115_6dc3e7231c.jpg|0|Egy sisakos férfi leugrott egy szikláról egy mountain bike-on.
136552115_6dc3e7231c.jpg|1|Egy férfi felugrik a bmx-ére, miközben egy másik bmxer nézi.
136552115_6dc3e7231c.jpg|2|Egy hegyi kerékpáros átugrik a biciklivel egy sziklán, miközben egy másik kerékpáros az ösvényen áll és nézi.
136552115_6dc3e7231c.jpg|3|Egy személy leugrik egy szikláról egy biciklivel .
136552115_6dc3e7231c.jpg|4|A kerékpáros leugrik egy szikláról.
136639119_6040b00946.jpg|0|Egy hegymászó megpróbál felmászni az erdő feletti túlnyúláson.
136639119_6040b00946.jpg|1|Egy férfi felmászik egy sziklán, és elér egy túlnyúlást.
136639119_6040b00946.jpg|2|Egy férfi sziklát mászik egy nagy szikla alatt.
136639119_6040b00946.jpg|3|Egy ember sziklamászik.
136639119_6040b00946.jpg|4|Mászni a sziklaalakzaton kötelek segítségével.
136644343_0e2b423829.jpg|0|Egy fiú lovagol egy gumihintán.
136644343_0e2b423829.jpg|1|Egy fiú hintázik egy gumihintán.
136644343_0e2b423829.jpg|2|Egy kisfiú vízszintes gumihintában.
136644343_0e2b423829.jpg|3|Fiatal fiú mosolyog a kamerába a gumiabroncs hinta.
136644343_0e2b423829.jpg|4|Fiatal fiú lengett a gumiabroncs hintán.
136644885_f7d2bbf546.jpg|0|Egy embercsoport egy kötélhídon sétál át.
136644885_f7d2bbf546.jpg|1|Egy nő átmegy egy kötélhídon.
136644885_f7d2bbf546.jpg|2|Egy nő átmegy egy kötélhídon a fák között, és az egyik végén mások várakoznak.
136644885_f7d2bbf546.jpg|3|Egy fehér inget és farmert viselő nő átmegy egy kötélhídon egy erdős területen.
136644885_f7d2bbf546.jpg|4|hárman kelnek át a fenyőfák közé akasztott kötélhídon .
1368338041_6b4077ca98.jpg|0|Három kutya néz egy cementpárkányra.
1368338041_6b4077ca98.jpg|1|Három kutya a járdán.
1368338041_6b4077ca98.jpg|2|Három kis kutya szagol valamit.
1368338041_6b4077ca98.jpg|3|Három kis kutya, két fehér és egy fekete-fehér, egy járdán.
1368338041_6b4077ca98.jpg|4|Két fehér kutya néz egy fekete kutyára a kövezett sétányon.
1368383637_614646cc4a.jpg|0|Emberek állnak a folyosón és néznek az erkélyről, miközben egy másik személy kutyát sétáltat
1368383637_614646cc4a.jpg|1|Az emberek egy ablakos szerkezetben állnak.
1368383637_614646cc4a.jpg|2|Három ember és egy fekete-fehér kutya a világos ipari folyosón.
1368383637_614646cc4a.jpg|3|Három ember élvezi a kilátást egy modern épületben.
1368383637_614646cc4a.jpg|4|Két ember néz át a terasz falán.
136886677_6026c622eb.jpg|0|Egy nagydarab férfi ül egy kenu hátuljában egy másik emberrel előtte a folyón.
136886677_6026c622eb.jpg|1|két ember egy kajakkal evez a folyó mentén, mindkét oldalán zöld fákkal.
136886677_6026c622eb.jpg|2|Két férfi egy kis csónakban evez le a folyón.
136886677_6026c622eb.jpg|3|Két férfi kenuval evez egy keskeny patakon .
136886677_6026c622eb.jpg|4|Két evezős egy kenut hajt le egy fákkal szegélyezett patakon.
1370615506_2b96105ca3.jpg|0|Egy borüzlet nyitott táblával az ablakban és két ember előtt.
1370615506_2b96105ca3.jpg|1|A Borbolt
1370615506_2b96105ca3.jpg|2|A huszonnegyedik épületen lévő borbolt kivilágított a sötétben, két ember előtte.
1370615506_2b96105ca3.jpg|3|Két ember áll egy borbolt előtt.
1370615506_2b96105ca3.jpg|4|Két ember áll egy borbolt előtt.
1370773415_967b1ffde1.jpg|0|Egy férfi és egy nő egy étterem előtt állnak.
1370773415_967b1ffde1.jpg|1|Egy férfi és egy nő egy kávéházon kívül .
1370773415_967b1ffde1.jpg|2|A piros kabátos nő egy üzlet előtt beszélget egy férfival.
1370773415_967b1ffde1.jpg|3|Két ember áll egy kávéház előtt.
1370773415_967b1ffde1.jpg|4|Két ember áll egy étterem előtt a városban.
1377668044_36398401dd.jpg|0|Egy kutya ugrál a levegőben, hogy elvegye a botot egy embertől.
1377668044_36398401dd.jpg|1|Egy kutya egy ember által tartott botért ugrik.
1377668044_36398401dd.jpg|2|egy rövidnadrágos férfi kutyával ugrálva, hogy a botot a kezébe kapja
1377668044_36398401dd.jpg|3|Ember játszik egy barna kutyával egy földúton.
1377668044_36398401dd.jpg|4|A kutya a férfi által a feje fölött tartott tárgyért ugrik.
1378557186_4bd1da6834.jpg|0|Egy ember, egy fegyver és egy kutya.
1378557186_4bd1da6834.jpg|1|Egy férfi puskát céloz, mellette egy kutya.
1378557186_4bd1da6834.jpg|2|Egy ember lő egy puskát, miközben egy kutya néz.
1378557186_4bd1da6834.jpg|3|Férfi céloz egy puskát a kutyájával az oldalán.
1378557186_4bd1da6834.jpg|4|A férfi lőni akar valamit, miközben a kutyája néz.
1379026456_153fd8b51b.jpg|0|Egy férfi ül egy asztalnál a számítógép előtt, fejhallgatóval.
1379026456_153fd8b51b.jpg|1|Egy férfi fejhallgatóval nézi a számítógép képernyőjét, miközben egy asztalnál ül.
1379026456_153fd8b51b.jpg|2|Egy fiatal férfi ül egy asztalnál, laptoppal és fülhallgatóval.
1379026456_153fd8b51b.jpg|3|Egy fiatal férfi fejhallgatóval egy Macintosh laptopot néz.
1379026456_153fd8b51b.jpg|4|Férfi ül a fejhallgatóval egy laptopnál.
1383698008_8ac53ed7ec.jpg|0|Egy férfi snowboardzik egy építmény felett egy havas dombon .
1383698008_8ac53ed7ec.jpg|1|Egy snowboardos ugrál a levegőben egy havas dombon.
1383698008_8ac53ed7ec.jpg|2|egy zöld nadrágot viselő snowboardos, aki trükköt csinál egy magas padon
1383698008_8ac53ed7ec.jpg|3|Valaki sárga nadrágban van egy rámpán a hó felett.
1383698008_8ac53ed7ec.jpg|4|A férfi trükköt hajt végre egy snowboardon a magasban.
1383840121_c092110917.jpg|0|Egy barna kutya feküdt egy kék takarón.
1383840121_c092110917.jpg|1|Egy barna kutya feküdt egy kék lepedőn.
1383840121_c092110917.jpg|2|Egy kutya feküdt egy kék szövet kutyaágyon.
1383840121_c092110917.jpg|3|A barna kutya egy kék lepedőn fekszik .
1383840121_c092110917.jpg|4|A kutya egy kék lepedővel ellátott ágyon fekszik.
1384292980_4022a7520c.jpg|0|A lányok végigmennek az utcán.
1384292980_4022a7520c.jpg|1|Két ázsiai nőstény sétálni megy.
1384292980_4022a7520c.jpg|2|Két nő sétál.
1384292980_4022a7520c.jpg|3|Két fiatal nő sétál.
1384292980_4022a7520c.jpg|4|Két fiatal nő elmegy egy ajtó mellett egy fehér falon.
1386251841_5f384a0fea.jpg|0|Egy nő felöltözött, fej nélküli próbababákat néz az üzletben.
1386251841_5f384a0fea.jpg|1|Egy nő nézi a ruhát egy próbababákon.
1386251841_5f384a0fea.jpg|2|Egy nő néz néhány próbababát a kirakatban.
1386251841_5f384a0fea.jpg|3|Egy nő egy vitrint néz három ruhával, élénksárga hátteren.
1386251841_5f384a0fea.jpg|4|Nő nézi a ruhákat egy ruhaüzlet ablakában.
1386964743_9e80d96b05.jpg|0|egy fiú játszik a kamerával , miközben egy földes pályán áll .
1386964743_9e80d96b05.jpg|1|Egy gyerek a mezőn.
1386964743_9e80d96b05.jpg|2|egy kölyök, aki egy földút közepén áll
1386964743_9e80d96b05.jpg|3|Egy fiatal gyerek áll az ösvényen a napraforgómezőben.
1386964743_9e80d96b05.jpg|4|Fekete hajú kisgyerek autópályán állt a napraforgó közelében.
138705546_be7a6845dd.jpg|0|Két lány néz ki egy tóra egy horgász férfi felé.
138705546_be7a6845dd.jpg|1|Két lány a parton nézi az embereket egy csónakban halászni.
138705546_be7a6845dd.jpg|2|Két lány ül egy tó mentén, miközben egy férfi a háttérben horgászik
138705546_be7a6845dd.jpg|3|Két fürdőruhás kislány ül a tó partján, és nézi, hogy valaki egy csónakból horgászik.
138705546_be7a6845dd.jpg|4|Két kislány rózsaszín fürdőruha felsőben ül a víz melletti sziklákon.
138718600_f430ebca17.jpg|0|Két kerékpár áll két ember mögött, akik a füvön ülnek egy vízpart közelében.
138718600_f430ebca17.jpg|1|Két szőke nő ül a biciklik mellett a fűben egy víz mellett.
138718600_f430ebca17.jpg|2|Két lány ül egy folyóparti ösvényen, mellettük parkolnak a kerékpárjai.
138718600_f430ebca17.jpg|3|Két ember ül egy tó mellett, a kerékpárja mellett.
138718600_f430ebca17.jpg|4|Két nő ül a fűben, mögöttük biciklivel.
1387443857_602ab6f9bf.jpg|0|Egy öregember ül egy kőpadon.
1387443857_602ab6f9bf.jpg|1|Egy öregember ül.
1387443857_602ab6f9bf.jpg|2|Egy kék inges öregember ferdén néz, mögötte emberek.
1387443857_602ab6f9bf.jpg|3|Kint egy betonpadon ül pár öregember .
1387443857_602ab6f9bf.jpg|4|Két öregember ül a vádlottak padján.
1387461595_2fe6925f73.jpg|0|férfiak állnak egy kőtábla mellett
1387461595_2fe6925f73.jpg|1|Egy öltönyös férfi és két narancssárga mellényes férfi áll körül
1387461595_2fe6925f73.jpg|2|Ezek a férfiak egy  Penzance üdvözli  kő mellett állnak.
1387461595_2fe6925f73.jpg|3|Három férfi állt egy nagy kőtábla közelében.
1387461595_2fe6925f73.jpg|4|két hi-viz kabátos férfi beszélget egy öltönyös férfival a sziklába vájt Penzance üdvözlőtábla mellett.
1387785218_cee67735f5.jpg|0|Egy gyerek babát tol egy babakocsiban.
1387785218_cee67735f5.jpg|1|Egy kislány babakocsit tol
1387785218_cee67735f5.jpg|2|Egy kék cipős kisgyerek babakocsiban babát tol.
1387785218_cee67735f5.jpg|3|Egy kisgyerek babakocsit tol az utcán.
1387785218_cee67735f5.jpg|4|egy kisgyermek babát cipelő babakocsiban
1388346434_524d0b6dfa.jpg|0|Egy férfi egy betonfalnak támaszkodik, és karjait felül támasztja, és egy erkélyre néz.
1388346434_524d0b6dfa.jpg|1|Egy fehér bajuszú férfi áll az erkélyen, és az alatta lévő utat nézi.
1388346434_524d0b6dfa.jpg|2|Egy ősz hajú és kockás inges férfi néz ki az erkélyre.
1388346434_524d0b6dfa.jpg|3|Egy idősebb férfi egy utcára néző erkélyre néz.
1388346434_524d0b6dfa.jpg|4|Férfi egy erkély párkányára támaszkodva.
1388373425_3c72b56639.jpg|0|Egy fekete inges nő ül egy fluoreszkáló zöld táska mellett.
1388373425_3c72b56639.jpg|1|Egy nő ül egy kőfalon és a telefonján beszél.
1388373425_3c72b56639.jpg|2|Egy nő beszél a mobiltelefonján, mellette a pénztárcája és egy sárga táska a párkányon.
1388373425_3c72b56639.jpg|3|Egy hátizsákos nő másokkal egy épület előtt ül.
1388373425_3c72b56639.jpg|4|Ez a nő mosolyogva beszél a telefonon, miközben egy kőfalon ül.
1388970365_162edcceb4.jpg|0|Egy barna kutya és két fekete kutya egy benőtt füves területen.
1388970365_162edcceb4.jpg|1|Három kutya a mezőn néz valamit a fűben.
1388970365_162edcceb4.jpg|2|Három kutya játszik egy mezőn egy ház mellett jobbra.
1388970365_162edcceb4.jpg|3|Három kutya, két fekete és egy barna, játszik egy füves területen.
1388970365_162edcceb4.jpg|4|Két fekete kutya és egy barna kutya magas fűben.
1389264266_8170bc1c54.jpg|0|Egy rózsaszín csíkos hajú és prémes lány hátranéz, míg a mellette sétáló lány ránéz.
1389264266_8170bc1c54.jpg|1|Két lány egymással szemben az egyik koponya arc táska visel piros és fekete inget , a másik visel gyöngyös övet.
1389264266_8170bc1c54.jpg|2|Két lány sétál az utcán.
1389264266_8170bc1c54.jpg|3|Két lány divatos goth ruhát visel, miközben az egyik visszanéz a kamerába.
1389264266_8170bc1c54.jpg|4|Két fiatal lány goth ruhát visel.
1389323170_d1c81d6b51.jpg|0|egy magányos nő ül egy szokásos zöld padon, csészével a kezében
1389323170_d1c81d6b51.jpg|1|Egy nő ül egy virágcserépen egy zsúfolt kávézóban.
1389323170_d1c81d6b51.jpg|2|A nő leült egy zöld padra és ivott.
1389323170_d1c81d6b51.jpg|3|Egy italt tartó nő egy fehér táskával mellette ül egy zöld szoboron.
1389323170_d1c81d6b51.jpg|4|Nő ül egy türkiz padon egy párnával és egy táskával egy étterem közelében.
1389651420_8d95d8f6ed.jpg|0|Egy fiú áll a korlát mellett a gokartpályán.
1389651420_8d95d8f6ed.jpg|1|Egy kisfiú vigyorog egy go cart a háttérben .
1389651420_8d95d8f6ed.jpg|2|Egy piros inges kisfiú pofázik a kamerába , miközben a go cart pályán vár .
1389651420_8d95d8f6ed.jpg|3|Egy kisfiú sorban áll a gokartért.
1389651420_8d95d8f6ed.jpg|4|A kisfiú izgatott, hogy gokarton fog ülni.
1390268323_2c8204e91c.jpg|0|Két gyerek bemászik egy jármű hátuljába az első ülésről.
1390268323_2c8204e91c.jpg|1|Két úszónadrágos gyerek átmászik egy autón
1390268323_2c8204e91c.jpg|2|két kisfiú, akik csak fehérneműt viseltek, felmászott egy padra egy furgonban
1390268323_2c8204e91c.jpg|3|Két fiatal fiú mászik át az ülésen egy járműben.
1390268323_2c8204e91c.jpg|4|Két fiatal fiú, akik csak fehérneműt viselnek, megkerülik a járművet.
1392272228_cf104086e6.jpg|0|Egy fekete kutya egy tárgyat hord ki a vízből.
1392272228_cf104086e6.jpg|1|Egy fekete kutya hínárt hord ki a vízből .
1392272228_cf104086e6.jpg|2|Egy fekete kutya jön ki az óceán vizéből a tengerparton valamivel a szájában.
1392272228_cf104086e6.jpg|3|Egy fekete kutya bottal a szájában kisétál a vízből a tengerpartra.
1392272228_cf104086e6.jpg|4|Egy kutya kivesz egy ágat a strandról.
1394368714_3bc7c19969.jpg|0|Egy kutya várja, míg gazdája holmi gyűjteményben turkál.
1394368714_3bc7c19969.jpg|1|Egy férfi, aki egy mopsz pórázát tartja, lehajol, hogy egy kukába nézzen egy szabadtéri turkálón.
1394368714_3bc7c19969.jpg|2|Egy mopszos kutyás férfi lehajol, hogy kiszedjen valamit a járdáról.
1394368714_3bc7c19969.jpg|3|Egy férfi pórázon kötött mopszszal lehajolva, hogy megvizsgálja az árut.
1394368714_3bc7c19969.jpg|4|Egy kis kutyát pórázon tartó személy lehajol és átnézi a tárgyakat.
1394396709_65040d97ab.jpg|0|Egy barna kutya fekete tárgyat cipelve.
1394396709_65040d97ab.jpg|1|Egy kutya a vízben .
1394396709_65040d97ab.jpg|2|Egy kutya vizespakolással átsétál tiszta zöld vízen.
1394396709_65040d97ab.jpg|3|A kutya egy fekete és sárga tárgyat cipel a szájában a vízben rohangál .
1394396709_65040d97ab.jpg|4|Az ír szetter zseblámpát vesz elő a tóból.
1394599090_fe0ba238f0.jpg|0|Egy apa és egy gyerek játszik a medencében
1394599090_fe0ba238f0.jpg|1|Egy ijedt kisfiút rángat fel és ki a medencéből az apja.
1394599090_fe0ba238f0.jpg|2|Egy férfi kisfiút húz ki a vízből.
1394599090_fe0ba238f0.jpg|3|Egy férfi kisfiút emel ki a vízből.
1394599090_fe0ba238f0.jpg|4|Kék inget viselő kisfiút egy fehér inges és szemüveges férfi emelte ki a vízből.
1394620454_bf708cc501.jpg|0|Egy szemüveges fiú áll egy sziklás csúcs tetején, zsebre tett kézzel.
1394620454_bf708cc501.jpg|1|Egy férfi pózol egy sziklás területen
1394620454_bf708cc501.jpg|2|Egy férfi több sziklafal előtt áll.
1394620454_bf708cc501.jpg|3|Egy kék nadrágot és kék kalapot viselő férfi áll a hegy tetején.
1394620454_bf708cc501.jpg|4|Egy idős férfi pózol néhány sziklaképződmény előtt.
1394927474_0afdd82fc4.jpg|0|Egy zöld léggömbös fiú áll egy nagy épület előtt.
1394927474_0afdd82fc4.jpg|1|Egy férfi zöld csillag léggömbbel, egy ősi kinézetű épület ajtajának oldalán állva
1394927474_0afdd82fc4.jpg|2|Egy ember zöld, csillag alakú léggömbbel áll egy nagy épület előtt.
1394927474_0afdd82fc4.jpg|3|Egy fiatal férfi egy csillag alakú zöld léggömböt tart egy nagy kőépület előtt.
1394927474_0afdd82fc4.jpg|4|Egy zöld csillag léggömböt viselő fiatalember áll egy tágas ajtó és épület mellett.
1396064003_3fd949c9dd.jpg|0|Egy férfi fejjel lóg a levegőben a víz felett.
1396064003_3fd949c9dd.jpg|1|egy fejjel lefelé fordított férfi, aki egy vízisídeszkán úszik
1396064003_3fd949c9dd.jpg|2|Egy személy oldalra fordult vízi deszkázás közben.
1396064003_3fd949c9dd.jpg|3|Egy személy fejjel lefelé egy vízi deszkán.
1396064003_3fd949c9dd.jpg|4|A wakeboardos nagy sebességgel vontatva hajt végre.
1396703063_e8c3687afe.jpg|0|Egy férfi kék ingben, cowboy sapkában és kereszt nyakláncban sétál egy karneváli vagy vidámparki lovaglás előtt.
1396703063_e8c3687afe.jpg|1|Egy férfi kalapban, fehér ingben és aranyláncban, kereszttel.
1396703063_e8c3687afe.jpg|2|Egy cowboykalapot viselő férfi, nyakában aranykereszttel
1396703063_e8c3687afe.jpg|3|Egy fehér inget, aranykeresztet és cowboykalapot viselő férfi áll a hullámvasút előtt.
1396703063_e8c3687afe.jpg|4|Egy kalapos férfi sétál
1397295388_8a5b6b525d.jpg|0|Egy csoport ember várja a poggyászát a Las Vegas-i repülőtéren.
1397295388_8a5b6b525d.jpg|1|Egy kaszinóban összegyűlt emberek fej feletti felvétele.
1397295388_8a5b6b525d.jpg|2|Az emberek arra várnak, hogy megkapják a poggyászukat.
1397295388_8a5b6b525d.jpg|3|Az emberek a repülőtéren várják a poggyászukat.
1397295388_8a5b6b525d.jpg|4|Az emberek a csomagjukra várnak egy repülőtéren.
1397887419_e798697b93.jpg|0|Egy barna kutya üldöz egy szőkét a fűben.
1397887419_e798697b93.jpg|1|Egy kutya üldözi a másikat a zöld füvön.
1397887419_e798697b93.jpg|2|A kutyák rohangálnak az udvaron.
1397887419_e798697b93.jpg|3|A világosbarna kutya és a sötétbarna kutya rohangál a zöld fűben.
1397887419_e798697b93.jpg|4|Két barna kutya szaladgál a füvön.
1397923690_d3bf1f799e.jpg|0|Egy férfi óvatosan síel le egy hóval borított dombról, hátizsákot visel.
1397923690_d3bf1f799e.jpg|1|Egy személy síel a havas dombon.
1397923690_d3bf1f799e.jpg|2|Egy fekete hátizsákot viselő síelő lefelé halad a dombról.
1397923690_d3bf1f799e.jpg|3|egy bottal síelő sétál a hóban
1397923690_d3bf1f799e.jpg|4|Egy síelő óvatosan lesétál egy meredek hólejtőn.
1398606571_f543f7698a.jpg|0|Egy lány a tóban élvezi a tóban .
1398606571_f543f7698a.jpg|1|Egy lány úszik egy belső csővel és mond valamit .
1398606571_f543f7698a.jpg|2|Fiatal lány, aki bikinit visel egy belső nadrágban.
1398606571_f543f7698a.jpg|3|Lány innertube a vízben
1398606571_f543f7698a.jpg|4|Fiatal lány rózsaszín és zöld bikiniben, gumigyűrűvel úszik.
1398613231_18de248606.jpg|0|Egy férfi és egy lány ül egy lebegő csőben a vízben.
1398613231_18de248606.jpg|1|Egy férfi és egy kislány lebeg egy belső csövön.
1398613231_18de248606.jpg|2|Egy férfi és egy fiatal lány rózsaszín fürdőruhában lebegnek együtt egy felfújható csövön a vízben.
1398613231_18de248606.jpg|3|Egy férfi és egy lány lebeg a vízen egy innertube .
1398613231_18de248606.jpg|4|Ez a férfi és a kislány egy innertube-ban pihennek a vízen.
1398873613_7e3174dd6c.jpg|0|Egy férfi mosolyog, és egy kötélbe kapaszkodik egy hajón.
1398873613_7e3174dd6c.jpg|1|Egy barna inget viselő férfi egy fehér inges férfival beszélget.
1398873613_7e3174dd6c.jpg|2|Egy barna pólós férfi egy drótba kapaszkodik, míg egy másik férfi nézi.
1398873613_7e3174dd6c.jpg|3|Két férfi egy hajón.
1398873613_7e3174dd6c.jpg|4|Két férfi az egyiken fehér ing, a másikon barna ing és napszemüveg.
1400424834_1c76e700c4.jpg|0|Egy fekete árnyalatokba öltözött hölgy vár a járdán a vonatra.
1400424834_1c76e700c4.jpg|1|Egy sovány lány nagy csizmában áll az út mellett.
1400424834_1c76e700c4.jpg|2|Egy magas, vékony, barna lány harci csizmában áll a járdán.
1400424834_1c76e700c4.jpg|3|Egy nő egy drótkerítés mellett áll a járdán.
1400424834_1c76e700c4.jpg|4|Nő zebramintás felsőben és szűk farmerben a járdaszegélyen állt.
1401961581_76921a75c5.jpg|0|Egy gyerek hevederben van a bámészkodókkal.
1401961581_76921a75c5.jpg|1|Egy lány a bungee zsinórokhoz kötődik, miközben a tömeg figyeli az óráit.
1401961581_76921a75c5.jpg|2|Egy lány hevederben ül, készen arra, hogy felemelkedjen a levegőbe, és mögötte egy tábla, amely azt mondja, hogy aktív.
1401961581_76921a75c5.jpg|3|Hámba szíjazott kislányok készen arra, hogy felugorjanak a levegőbe.
1401961581_76921a75c5.jpg|4|A kislány hevederben ül , hevederre szíjazva , míg mások nézik . 
1402640441_81978e32a9.jpg|0|Egy fiú piros és kék rövidnadrágban próbál elkapni egy futballlabdát, miközben homokban fut.
1402640441_81978e32a9.jpg|1|Egy piros fürdőruhát viselő fiatal fiú futballlabdáért nyúl.
1402640441_81978e32a9.jpg|2|Gyerek őrök szembe a futball-labda
1402640441_81978e32a9.jpg|3|A piros ládás kisfiú egy feléje közeledő futballlabdát próbál elkapni.
1402640441_81978e32a9.jpg|4|Fiatal fiú labdázik a strandon.
1402641725_5e027ecaa7.jpg|0|Négy gyerek játszik egy homokdombon.
1402641725_5e027ecaa7.jpg|1|Négy gyerek játszik a homokban a tengerparton.
1402641725_5e027ecaa7.jpg|2|Négy gyerek játszik a homokdűnén.
1402641725_5e027ecaa7.jpg|3|Négy gyerek csúszik lefelé a homokhegyen.
1402641725_5e027ecaa7.jpg|4|Négy gyerek gurul és csúszik le egy homokdűnén .
1402843760_d30f1dbf0f.jpg|0|egy kutya üget a fűben .
1402843760_d30f1dbf0f.jpg|1|Egy bolyhos fehér kutya van kint.
1402843760_d30f1dbf0f.jpg|2|Egy fehér kutya versenyez egy agility versenyen.
1402843760_d30f1dbf0f.jpg|3|Egy fehér kutya felemeli a mancsát, miközben a fűben áll, csíkos póznák közelében.
1402843760_d30f1dbf0f.jpg|4|A kis szőrös fehér kutya sétál a zöld fűben.
1402859872_0fc8cf8108.jpg|0|Egy kisfiú egy próbababa .
1402859872_0fc8cf8108.jpg|1|A gyermek tenyere egy ütközési próbabábu tenyerével áll szemben.
1402859872_0fc8cf8108.jpg|2|Egy kislány ötös egy sárga robotot.
1402859872_0fc8cf8108.jpg|3|Egy sárga robot és egy fiatal lány megérinti egymás kezét.
1402859872_0fc8cf8108.jpg|4|Sárga robot magasra húz egy rövid hajú kisgyereket.
1403414927_5f80281505.jpg|0|Egy fekete kutya előtt egy fehér kutya sétál egy ösvényen az erdőben.
1403414927_5f80281505.jpg|1|Egy fehér és egy szürke kutya sétál egy ösvényen az erdőben.
1403414927_5f80281505.jpg|2|Szürke és fekete kutyák futnak az erdei ösvényen
1403414927_5f80281505.jpg|3|Ez a két kutya egy erdőben sétál.
1403414927_5f80281505.jpg|4|Fehér kutya és fekete kutya megy le az ösvényen erdős területen
140377584_12bdbdf2f8.jpg|0|Egy narancssárga sisakos hegymászó kötélhez rögzítve emelkedik fel, miközben egy sziklafalon mászik.
140377584_12bdbdf2f8.jpg|1|Egy úriember sziklát mászik.
140377584_12bdbdf2f8.jpg|2|Sziklamászó férfi
140377584_12bdbdf2f8.jpg|3|Egy sziklamászó felmegy.
140377584_12bdbdf2f8.jpg|4|Lefelé nézet egy narancssárga sisakos férfiról, aki egy sziklára mászik.
140430106_2978fda105.jpg|0|Egy kutya fut a tengerparton egy napsütéses napon .
140430106_2978fda105.jpg|1|Egy kutya szaladgál a tengerparton az óceán és a fényes kék felhős ég előtt.
140430106_2978fda105.jpg|2|Egy kutya fut végig a strandon.
140430106_2978fda105.jpg|3|Egy sovány kutya fut végig a parton.
140430106_2978fda105.jpg|4|Vékony kutya fut a homokban egy napsütéses napon .
1404832008_68e432665b.jpg|0|egy hámos férfit vonszolnak át a vízen
1404832008_68e432665b.jpg|1|Egy férfi hámban landol a vízben.
1404832008_68e432665b.jpg|2|Egy férfi a cölöpkötélen megy a vízbe .
1404832008_68e432665b.jpg|3|Egy férfit húznak át a vízen .
1404832008_68e432665b.jpg|4|Egy fürdőnadrágot viselő férfi ejtőernyőzni a vízben .
1405221276_21634dcd58.jpg|0|Egy kutya lerázza magáról a vizet, egy másik kutyát eláztat
1405221276_21634dcd58.jpg|1|Két kutya lerázza magáról a vizet, miközben labdával játszik egy víztömeg szélén.
1405221276_21634dcd58.jpg|2|Két kutya lerázza magáról a vizet egy nagyon kevés növényzettel rendelkező területen.
1405221276_21634dcd58.jpg|3|Két kutya lerázza magáról a vízcseppeket a tengerparton.
1405221276_21634dcd58.jpg|4|Két kutya rázta magát szárazra a homokon.
140526326_da07305c1c.jpg|0|Egy férfi sziklát mászik, a háttérben egy város és egy víztömeg.
140526326_da07305c1c.jpg|1|Egy férfi hevederrel és kötéllel a derekára erősítve áll egy hegy tetején, kilátással a vízre.
140526326_da07305c1c.jpg|2|Egy sziklamászó megáll, hogy kinézzen az óceánra.
140526326_da07305c1c.jpg|3|A férfi sziklamászó a válla fölött a tóra és a városra pillant.
140526326_da07305c1c.jpg|4|A férfi éppen befejezte a sziklán való túrázást
140526327_3cb984de09.jpg|0|Egy férfi felnéz a sziklára, ahonnan a gyönyörű kék ​​óceán közelében mászik.
140526327_3cb984de09.jpg|1|Egy férfi sziklamászás az óceán közelében.
140526327_3cb984de09.jpg|2|Egy sziklamászó férfi megáll, hogy kiszámítsa az útvonalát.
140526327_3cb984de09.jpg|3|Egy férfi sziklamászó, egy várossal és egy öböllel a háttérben.
140526327_3cb984de09.jpg|4|Egy sziklamászó várossal és öböllel a háta mögött.
1406010299_5755339f08.jpg|0|Egy kalóznak öltözött fiú a kamerába néz, miközben a háttérben csónakok ülnek.
1406010299_5755339f08.jpg|1|Egy fiú szemfedővel és kendővel a fején áll a kikötőben és ököllel üt.
1406010299_5755339f08.jpg|2|Egy fiatal fiú kalózruhában van a dokk közelében
1406010299_5755339f08.jpg|3|Egy fiatal gyerek szemfedőt és élénk színű kendőt visel.
1406010299_5755339f08.jpg|4|Fiú szemfedővel és fejkendővel, csónakok a háttérben.
1408958345_68eea9a4e4.jpg|0|Egy lány mosolyogva fut át ​​a fehér homokos tengerparton fürdőruhájában.
1408958345_68eea9a4e4.jpg|1|egy virágos fürdőruhás kislány fut a homokon a tengerparton
1408958345_68eea9a4e4.jpg|2|Egy kislány virágos fürdőruhában fut át ​​a tengerparton hullámokkal a háttérben.
1408958345_68eea9a4e4.jpg|3|Egy kislány szaladgál a parton.
1408958345_68eea9a4e4.jpg|4|A fiatal lány egy homokos tengerparton fut.
1410193619_13fff6c875.jpg|0|Egy baba a kanapé oldalán áll, és lever egy lámpát.
