image,caption_number,caption,id
2064417101_3b9d817f4a.jpg,2,három kutya fut át ​​a pályán.,894
2064417101_3b9d817f4a.jpg,3,Három agár kutya száguld egy sötét pályán.,894
2064417101_3b9d817f4a.jpg,4,Három agár ér célba.,894
2064780645_8f28a1529f.jpg,0,Egy csoport ember állt a lenyugvó nap előtt.,895
2064780645_8f28a1529f.jpg,1,Gyermekek a mezőn alkonyatkor.,895
2064780645_8f28a1529f.jpg,2,Többen fák közelében állnak alkonyatkor.,895
2064780645_8f28a1529f.jpg,3,A lenyugvó nap egy négyfős csoportot és a környező fákat körvonalazza.,895
2064780645_8f28a1529f.jpg,4,A nap lenyugszik egy embercsoport mögött.,895
2064790732_219e52e19c.jpg,0,"Egy ing nélküli fiú szaladgál az utcán, miközben többen állnak mögötte.",896
2064790732_219e52e19c.jpg,1,Egy kisfiú táncol egy csapat emberrel a háta mögött a város utcáján.,896
2064790732_219e52e19c.jpg,2,Egy kisfiú táncol a betonon felnőttekkel körülvéve.,896
2064790732_219e52e19c.jpg,3,Az inget nem viselő kisfiút rengeteg ember futja.,896
2064790732_219e52e19c.jpg,4,A félmeztelen kisfiú felnőtteket sétál.,896
2064792226_97e41d8167.jpg,0,Egy lány egy lányt és egy srácot fényképez egy színesen díszített rózsaszín kerékpáron.,897
2064792226_97e41d8167.jpg,1,"Egy lány feldíszített kerékpáron ül egy fiatalabb fiúval, míg egy másik lány fényképez.",897
2064792226_97e41d8167.jpg,2,Két kerékpáros ember pózol egy képhez,897
2064792226_97e41d8167.jpg,3,Két ember ül egy színesen díszített kerékpáron.,897
2064792226_97e41d8167.jpg,4,"Két ember színes biciklivel ül, miközben egy szőke nő fényképezi őket.",897
2065309381_705b774f51.jpg,0,Egy férfi snowboard le egy hóval borított hegyről .,898
2065309381_705b774f51.jpg,1,"Egy síelő gyorsan ereszkedik le egy meredek, hóval borított dombon.",898
2065309381_705b774f51.jpg,2,Egy snowboardos lefelé egy havas domb oldalán.,898
2065309381_705b774f51.jpg,3,Snowboardos megy le egy friss dombról.,898
2065309381_705b774f51.jpg,4,A hó és a fák fölött süt a nap.,898
2065875490_a46b58c12b.jpg,0,"Egy személy sétál a járdán, és egy csontváz van a kerítés bal oldalán.",899
2065875490_a46b58c12b.jpg,1,Egy csontváz ül egy kerítésen az út szélén.,899
2065875490_a46b58c12b.jpg,2,csontváz ül a bokrokon .,899
2065875490_a46b58c12b.jpg,3,Egy nő sétál a járdán egy halloween-i dekoráció mellett.,899
2065875490_a46b58c12b.jpg,4,Van egy nagy csontváz egy kerítés mögött.,899
2066048248_f53f5ef5e2.jpg,0,Egy csoport lovak és emberek egy havas hegy előtt.,900
2066048248_f53f5ef5e2.jpg,1,A lovasok és a lovak a hegyi ösvényen pihennek.,900
2066048248_f53f5ef5e2.jpg,2,Három férfi áll a teherhordó lovak körül egy piros sátor előtt a hegyekben.,900
2066048248_f53f5ef5e2.jpg,3,három lovas áll a lova körül a hegyekben .,900
2066048248_f53f5ef5e2.jpg,4,Két férfi és néhány ló egy havas hegyen.,900
2066241589_b80e9f676c.jpg,0,Egy fekete-barna kutya harap egy botot az erdőben.,901
2066241589_b80e9f676c.jpg,1,egy barna kutya egy nagy darab fát rágni .,901
2066241589_b80e9f676c.jpg,2,Egy barna kutya botot rág .,901
2066241589_b80e9f676c.jpg,3,Egy sötétbarna kutya botot rág .,901
2066241589_b80e9f676c.jpg,4,A barna kutya bottal játszik .,901
2066271441_1f1f056c01.jpg,0,Egy színes labdát cipelő fekete kutya úszik.,902
2066271441_1f1f056c01.jpg,1,Egy fekete kutya egy labdát vesz fel a vízben.,902
2066271441_1f1f056c01.jpg,2,Egy fekete kutya labdával a szájában úszik.,902
2066271441_1f1f056c01.jpg,3,Egy fekete kutya úszik a vízben egy színes labdával a szájában.,902
2066271441_1f1f056c01.jpg,4,Fekete kutya fényes labdával a szájában evez a vízben.,902
2067362863_59577f9d4d.jpg,0,Egy barna kutya egy másik kutyára ugrik a farmernadrágos férfi előtt.,903
2067362863_59577f9d4d.jpg,1,"Egy cserzett kutya egy másik barna kutyával küzd a kavicson, miközben valaki narbyban áll.",903
2067362863_59577f9d4d.jpg,2,Két kutya fizikailag érintkezett egy férfival a háttérben.,903
2067362863_59577f9d4d.jpg,3,Két kutya harcol a homokon.,903
2067362863_59577f9d4d.jpg,4,Két kutya birkózik vagy ölelkezik.,903
2067833088_04e84e5bf2.jpg,0,Egy túrázó pózol egy fényképhez egy száraz hegyi tájon.,904
2067833088_04e84e5bf2.jpg,1,Egy zöld kalapos férfi pózol a hegyekben,904
2067833088_04e84e5bf2.jpg,2,Egy zöld kalapos férfi egy lejtőn áll egy hegy előtt.,904
2067833088_04e84e5bf2.jpg,3,"Egy férfi terepszínű túrafelszerelésben, zöld táskában áll a hegy lábánál.",904
2067833088_04e84e5bf2.jpg,4,"Egy személy túrafelszerelésben áll egy dombon, a háttérben egy hegy.",904
2068403258_2669cf9763.jpg,0,Egy fiút a folyóba lök egy másik fiú.,905
2068403258_2669cf9763.jpg,1,Egy csoport gyerek játszik a vízben egy híd alatt.,905
2068403258_2669cf9763.jpg,2,A levegőben lévő kölyköt a kilövője és mások figyelik.,905
2068403258_2669cf9763.jpg,3,A fiúk leugranak egy hídról a vízbe.,905
2068403258_2669cf9763.jpg,4,"Férfi fehér ingben, fiatal fiút forgat a vízben, és négy másik fiú veszi körül őket.",905
2068465241_3bcabacfd7.jpg,0,"egy kék és rózsaszín trikós kislány egy gerendán sétál, miközben egy személy keze ki van nyújtva, hogy támogassa.",906
2068465241_3bcabacfd7.jpg,1,Egy kék és rózsaszín ruhás kislány egy egyensúlyi gerendán sétál a bal oldalán álló nő segítségével.,906
2068465241_3bcabacfd7.jpg,2,Egy kislány sétál lefelé az egyensúlyi gerendán egy segítségre kész felnőttel .,906
2068465241_3bcabacfd7.jpg,3,Egy fiatal lány áll egy egyensúlyi gerendán.,906
2068465241_3bcabacfd7.jpg,4,Egy fiatal lány torna egy egyensúlyi gerendán.,906
2068960566_21e85ae0dc.jpg,0,"Egy mezítlábas fiatal fiú a kamerába pillant, miközben hintázik a parkban.",907
2068960566_21e85ae0dc.jpg,1,Egy fiú hintázik magasan a kék ég alatt.,907
2068960566_21e85ae0dc.jpg,2,Egy barna ruhát viselő fiú hintázik a játszótéren a kék égen .,907
2068960566_21e85ae0dc.jpg,3,Egy fiatal homokos szőke fiú egy parkban hintázik.,907
2068960566_21e85ae0dc.jpg,4,Két gyerek egy hinta magasságában.,907
2069279767_fb32bfb2de.jpg,0,A férfiak másznak .,908
2069279767_fb32bfb2de.jpg,1,Két férfi fekszik piros kiságyban egy hegy oldalán.,908
2069279767_fb32bfb2de.jpg,2,Két férfi alszik rögtönzött ágyakon egy szikla oldalán.,908
2069279767_fb32bfb2de.jpg,3,Két férfi egy szikláról lógó kiságyban,908
2069279767_fb32bfb2de.jpg,4,Két hegymászó mosolyog a hegyoldalon.,908
2070798293_6b9405e04d.jpg,0,Egy pizsamás kislány ugrál a kanapén.,909
2070798293_6b9405e04d.jpg,1,Egy kislány ugrál a kanapén egy nagy kiugró ablak előtt.,909
2070798293_6b9405e04d.jpg,2,Egy kislány ugrál a kanapén.,909
2070798293_6b9405e04d.jpg,3,Egy kislány ugrál a kanapén.,909
2070798293_6b9405e04d.jpg,4,Egy fiatal lány leugrik a kanapéról és a magasba száll.,909
2070831281_dc04b3e15d.jpg,0,Egy fehér sapkás és napszemüveges hölgy biciklizik.,910
2070831281_dc04b3e15d.jpg,1,Egy személy biciklizik a város utcáján kesztyűben és meleg sapkában.,910
2070831281_dc04b3e15d.jpg,2,Egy személy téli felszerelésben kerékpározik egy kereszteződés közelében.,910
2070831281_dc04b3e15d.jpg,3,Egy nő télikabátban biciklizik a város utcáján.,910
2070831281_dc04b3e15d.jpg,4,Egy fehér sapkát viselő nő biciklizik az utcán.,910
2070831523_5035d5537e.jpg,0,Egy bicikliző nő elmosódott képe.,911
2070831523_5035d5537e.jpg,1,"Egy nő, fekete sállal és sisakkal kerékpározik.",911
2070831523_5035d5537e.jpg,2,Egy nő ősszel biciklizik az utcán.,911
2070831523_5035d5537e.jpg,3,"A lány barna kabátot és sisakot visel, miközben biciklizik.",911
2070831523_5035d5537e.jpg,4,Nő biciklizik ősszel barna kabátot visel,911
2071309418_1d7580b0f0.jpg,0,Egy karácsonyi rénszarvas fejpántot viselő fehér kutya játszik egy barna kutyával a fűben néhány plüssállat között.,912
2071309418_1d7580b0f0.jpg,1,A rénszarvasfüleket viselő fehér kutya egy barna kutya mellett van.,912
2071309418_1d7580b0f0.jpg,2,Egy fehér kutya hamis aganccsal a fején és egy barna kutya játszik együtt a szabadban.,912
2071309418_1d7580b0f0.jpg,3,A barna kutya melletti fehér kutya karácsonyi fejpántot visel.,912
2071309418_1d7580b0f0.jpg,4,"Két kutya, az egyik karácsonyi agancsot visel, dulakodik a füvön.",912
207237775_fa0a15c6fe.jpg,0,"Egy férfi hátraszalad, miközben egy másik fényképez.",913
207237775_fa0a15c6fe.jpg,1,"Egy személy fényképez egy másik személyt, aki a levegőben a fűben ugrál.",913
207237775_fa0a15c6fe.jpg,2,"Egy fiatal férfi lefényképezi barátját, aki egy mezőn tornázik",913
207237775_fa0a15c6fe.jpg,3,"Egy férfi fényképet készít egy másik férfiról, aki egy mezőn ugrál egy kis fa mellett.",913
207237775_fa0a15c6fe.jpg,4,"Az egyik személy a mező közepén forgat, miközben a barátja fényképez.",913
2072574835_febf0c5fb9.jpg,0,Kutyák egy versenyen.,914
2072574835_febf0c5fb9.jpg,1,Versenycsíkot viselő agár kutyák szaladnak ki a pályán lévő kapun.,914
2072574835_febf0c5fb9.jpg,2,Agárok ugrottak ki a kapun egy versenyen.,914
2072574835_febf0c5fb9.jpg,3,Versenyző agarak hagyják el a rajtkaput.,914
2072574835_febf0c5fb9.jpg,4,Három versenykutya szalad ki a rajtkapun egy pályán.,914
207275121_ee4dfa0bf2.jpg,0,Egy barna kutya szaladgál az udvaron.,915
207275121_ee4dfa0bf2.jpg,1,"Egy kutya szaladgál a füvön az udvaron, egy pavilon a háttérben.",915
207275121_ee4dfa0bf2.jpg,2,Egy kutya valakinek az udvarán ügető .,915
207275121_ee4dfa0bf2.jpg,3,Egy nagy barna kutya szaladgál egy füves hátsó udvaron.,915
207275121_ee4dfa0bf2.jpg,4,Nagy barna kutya szalad át egy nagy füves területen.,915
2073105823_6dacade004.jpg,0,Egy férfi fekete kapucnis pulcsiban és farmerben gördeszkázik le a korláton.,916
2073105823_6dacade004.jpg,1,Egy férfi gördeszkázik le egy meredek korláton néhány lépcső mellett.,916
2073105823_6dacade004.jpg,2,egy személy egy tégla sínen csúszik le a snowboardon.,916
2073105823_6dacade004.jpg,3,Egy személy lesétál a téglakorláton egy lépcsősor közelében.,916
2073105823_6dacade004.jpg,4,Egy snowboardos hó nélkül lovagol le a korlátról.,916
2073174497_18b779999c.jpg,0,Egy teljesen feketébe öltözött kerékpáros a forgalomban.,917
2073174497_18b779999c.jpg,1,Egy sötét bőrű férfi kerékpározik egy forgalommal teli utcában.,917
2073174497_18b779999c.jpg,2,Egy fekete ruhás férfi biciklizik a parkolóban.,917
2073174497_18b779999c.jpg,3,Egy férfi kerékpároz forgalom közelében.,917
2073174497_18b779999c.jpg,4,egy férfi kerékpárral közlekedik a forgalomban,917
2073756099_7e02c0110c.jpg,0,Egy fekete kutya a szájába ragad egy madarat a medencében.,918
2073756099_7e02c0110c.jpg,1,"Egy kutya egy medencébe ugrik, hogy ott lebegjen egy kacsa.",918
2073756099_7e02c0110c.jpg,2,Egy kutya egy úszómedencébe ugrik egy kacsa után.,918
2073756099_7e02c0110c.jpg,3,egy kutya beugrik a medencébe csirkét venni .,918
2073756099_7e02c0110c.jpg,4,"A fekete kutya a medencébe ugrik, hogy a szájába fogjon egy gumicsirkét.",918
2073964624_52da3a0fc4.jpg,0,Egy nő rózsaszín sapkában és sötétkék kabátban biciklizik.,919
2073964624_52da3a0fc4.jpg,1,egy rózsaszín sapkát viselő nő biciklizik,919
2073964624_52da3a0fc4.jpg,2,"Egy fekete ruhát, lila sálat és rózsaszín sapkát viselő nő biciklizik.",919
2073964624_52da3a0fc4.jpg,3,egy szemüveges és rózsaszín sapkás nő biciklizik .,919
2073964624_52da3a0fc4.jpg,4,A nő rózsaszín kalapot visel és biciklizik a parkban.,919
2074146683_7c83167aa1.jpg,0,Egy fehér sapkás férfi pénzzel eltakarja a baba arcát a hordozójában.,920
2074146683_7c83167aa1.jpg,1,Egy fehér kalapos nő a kezében a pénzzel és a táskáival.,920
2074146683_7c83167aa1.jpg,2,"Egy nő zsonglőrködik a babájával, pénztárcájával, pénzével és élelmiszerével a piacról.",920
2074146683_7c83167aa1.jpg,3,"Egy fehér kalapot viselő nő, aki babát, bevásárlótáskát és kék táskát hord, szétválogatja a pénzét.",920
2074146683_7c83167aa1.jpg,4,"Egy fehér kalapot viselő nő kisbabát hord, miközben bevásárol egy élelmiszerpiacon.",920
2074244690_82e30ff44b.jpg,0,"Egy lány, akit mások vesznek körül, egy koncerten fényképez.",921
2074244690_82e30ff44b.jpg,1,"Férfiak és nők egy csoportja néz szembe valami olyasmi felé, ami a kamerán kívül történik.",921
2074244690_82e30ff44b.jpg,2,Emberek egy csoportja gyűlt össze éjszaka egy eseményt nézni.,921
2074244690_82e30ff44b.jpg,3,Egy csoport ember gyűlt össze egy rendezvényre,921
2074244690_82e30ff44b.jpg,4,Többen összegyűlnek és figyelnek egy eseményt.,921
2074764331_90a9962b52.jpg,0,Egy fekete-barna kiskutya egy barna kutya fülét harapja.,922
2074764331_90a9962b52.jpg,1,Egy fekete kiskutya egy barna kutya nyakát rágja,922
2074764331_90a9962b52.jpg,2,Egy fekete kiskutya egy felnőtt barna kutyán rág .,922
2074764331_90a9962b52.jpg,3,"Egy kis kölyökkutya a hátsó lábára áll, hogy megharapjon egy nagyobb kutyát, aki a lépcsőn fekszik.",922
2074764331_90a9962b52.jpg,4,"A kis barna kutya fekszik, míg a fekete kutya harapja.",922
2075041394_0b3ea1822d.jpg,0,Egy barna kutya üldöz egy fehér kutyát.,923
2075041394_0b3ea1822d.jpg,1,Egy cserzett kutya fehér kutyát kerget a lombos füvön keresztül,923
2075041394_0b3ea1822d.jpg,2,"Egy fehér kutya sétál a lombos fűben, míg egy barna kutya meg akarja harapni.",923
2075041394_0b3ea1822d.jpg,3,Egy fehér kutya és egy barna kutya játszik bottal.,923
2075041394_0b3ea1822d.jpg,4,Két kis kutya szaladgál a levelek között.,923
2075321027_c8fcbaf581.jpg,0,Egy svájcisapkás férfi biciklizik az utcán.,924
2075321027_c8fcbaf581.jpg,1,Egy svájcisapkát viselő férfi biciklizik egy üdülőösvényen.,924
2075321027_c8fcbaf581.jpg,2,Egy ősz szakállú öregember biciklizik,924
2075321027_c8fcbaf581.jpg,3,"Vértes egy férfiról, aki egy sziklákkal szegélyezett úton kerékpározik.",924
2075321027_c8fcbaf581.jpg,4,férfi svájcisapkát viselő biciklizés,924
2075493556_b763648389.jpg,0,Három fiú alkalmi sportruházatban pózol egy kék épület előtt,925
2075493556_b763648389.jpg,1,Három fiú egymást átkarolva pózol.,925
2075493556_b763648389.jpg,2,Három fiú karja át egymást.,925
2075493556_b763648389.jpg,3,Három fiatal fiú egymás vállán átkarolva.,925
2075493556_b763648389.jpg,4,Két barna hajú kisfiú és egy szőke hajú.,925
207584893_63e73c5c28.jpg,0,Egy személy sárkányrepülőben.,926
207584893_63e73c5c28.jpg,1,Egy személy a tengerparton egy zöld sárkányrepülőben.,926
207584893_63e73c5c28.jpg,2,Egy kis ejtőernyő .,926
207584893_63e73c5c28.jpg,3,Sárkányrepülő a strandon,926
207584893_63e73c5c28.jpg,4,Két ejtőernyős egy ejtőernyőn landol egy homokos tengerparton egy nagy sziklás sziklatömb és a víz előtt.,926
2076428547_738e0a132f.jpg,0,Egy hátizsákos turista a víz közelében szürkületkor.,927
2076428547_738e0a132f.jpg,1,A napszak beárnyékolja a túrázót egy nyílt és fákkal szegélyezett vízpart közelében.,927
2076428547_738e0a132f.jpg,2,Egy túrázó profilja kék égbolt és hegyvonulat ellen.,927
2076428547_738e0a132f.jpg,3,Egy természetjáró egy tó partján állva.,927
2076428547_738e0a132f.jpg,4,"Egy férfi túra hátizsákkal egy tó előtt áll, a háttérben erdővel.",927
2076865206_53918c820c.jpg,0,Egy férfi horgászbotot dob.,928
2076865206_53918c820c.jpg,1,"egy férfi, aki egy horgászzsinórt vetett ki a patakba",928
2076865206_53918c820c.jpg,2,Egy férfi horgászik.,928
2076865206_53918c820c.jpg,3,"Férfi állt a patak szélén, miközben a damil öntött.",928
2076865206_53918c820c.jpg,4,Valaki horgászzsinórt dob ​​a vízbe.,928
2076906555_c20dc082db.jpg,0,"Egy fiú farmerdzsekit visel, kezét a mellkasán mosolyogva a kamerába.",929
2076906555_c20dc082db.jpg,1,egy fiú zúzódásos orral és írással a kezén áll egy videókölcsönzőben.,929
2076906555_c20dc082db.jpg,2,Egy fiú írással a kezén áll egy boltban.,929
2076906555_c20dc082db.jpg,3,Egy fiatal férfi farmerdzsekiben mosolyog a kamerába egy üzletben.,929
2076906555_c20dc082db.jpg,4,Egy fiatal férfi farmerdzsekivel és írással a kezén mosolyog a videókkal teli könyvespolc előtt.,929
2077079696_03380d218b.jpg,0,Egy túrázó lefelé halad.,930
2077079696_03380d218b.jpg,1,Egy botot cipelő férfi leereszkedik egy sziklás dombra.,930
2077079696_03380d218b.jpg,2,Egy férfi túrázik egy hegytetőn egy felhős napon .,930
2077079696_03380d218b.jpg,3,"Természetjáró séta a magas sziklák előtt a kék ég, puffadt fehér felhőkkel.",930
2077079696_03380d218b.jpg,4,A kék pulóveres férfi lemászik a sziklákon,930
207731022_988f6afb35.jpg,0,hajók kint a vízen egy ködös napon,931
207731022_988f6afb35.jpg,1,Egy kenu a távolban egy tavon egy másik kenuból nézve.,931
207731022_988f6afb35.jpg,2,Kilátás egy csónakra egy másik hajóról a vízen.,931
207731022_988f6afb35.jpg,3,Egy csónak orra fölött néz egy másik csónakra egy ködös tavon.,931
207731022_988f6afb35.jpg,4,Egyik kenu a másik felé tart egy ködös folyóparton.,931
2077346067_0a3a5aae65.jpg,0,"Egy feketébe öltözött és egy csomagot a kezében tartó férfi sétál a járdán egy rendőrtábla közelében, és egy út szemtanúit kéri előrelépésre.",932
2077346067_0a3a5aae65.jpg,1,egy fekete ruhás férfi egy piros és sárga útjelző tábla mellett sétál evés közben.,932
2077346067_0a3a5aae65.jpg,2,Egy férfi eszik és elsétál egy sárga és piros tábla mellett.,932
2077346067_0a3a5aae65.jpg,3,"Egy férfi eszik valamit, és egy nagy piros és sárga tábla mellett sétál a járdán.",932
2077346067_0a3a5aae65.jpg,4,"Egy tábla, amely segítséget kér egy evés közben sétáló emberhez.",932
2078311270_f01c9eaf4c.jpg,0,Két hölgy sétál a járdán és beszélget egymással.,933
2078311270_f01c9eaf4c.jpg,1,Két nő egy csomóban sétál a városban.,933
2078311270_f01c9eaf4c.jpg,2,Két nő átkel az utcán egy hideg napon,933
2078311270_f01c9eaf4c.jpg,3,Két nő sétál az utcán.,933
2078311270_f01c9eaf4c.jpg,4,"Két nő sétál néhány fánál meleg, sötét színű ruhában, az egyik kalapban, a másik felemelt gallérral.",933
2079110798_ad1370a646.jpg,0,Egy fiú ül a könyvtárban és könyvet olvas.,934
2079110798_ad1370a646.jpg,1,Egy fiatal fiú egy széken ül egy könyvesboltban és könyvet olvas.,934
2079110798_ad1370a646.jpg,2,Egy fiatal fiú a könyvesboltba tett utazása során időt szán az olvasásra.,934
2079110798_ad1370a646.jpg,3,A szemüveges fiú olvas.,934
2079110798_ad1370a646.jpg,4,A szemüveges fiú ül és könyvet olvas.,934
2079152458_40712c3b40.jpg,0,Egy barna-fehér kutya teniszlabdát tart a szájában.,935
2079152458_40712c3b40.jpg,1,A kutyának teniszlabda van a szájában.,935
2079152458_40712c3b40.jpg,2,"Egy aranyszínű, éber szemű kutya egy élénk színű teniszlabdát tart a szájában.",935
2079152458_40712c3b40.jpg,3,Egy cserzett kutya játszik a zöld labdával.,935
2079152458_40712c3b40.jpg,4,Kutya fut egy teniszlabdával a szájában,935
207930963_af3a2f1784.jpg,0,Emberek csoportja védőfelszerelésben.,936
207930963_af3a2f1784.jpg,1,Versenyruhát viselő férfi lenéz egy motorkerékpárral jobbra.,936
207930963_af3a2f1784.jpg,2,Egy férfi áll kint.,936
207930963_af3a2f1784.jpg,3,"Egy férfi dirt bike-ruhát visel, közelről logóval.",936
207930963_af3a2f1784.jpg,4,Egy személy kerékpáros felszerelésben áll a háttérben hegyekkel .,936
2079554580_f18d5c181b.jpg,0,Egy dalmát kutya fut lefelé a levelek között egy erdős területen .,937
2079554580_f18d5c181b.jpg,1,Egy dalmát fut át ​​az erdőn.,937
2079554580_f18d5c181b.jpg,2,Egy kutya fut az erdőben.,937
2079554580_f18d5c181b.jpg,3,Egy kutya fut át ​​egy nagyon erdős területen.,937
2079554580_f18d5c181b.jpg,4,A Dalmáció az erdőn keresztül fut .,937
2080033499_6be742f483.jpg,0,Egy barna kutya menekül a gazdája elől.,938
2080033499_6be742f483.jpg,1,Egy barna kutya bérlettel fut egy emberrel a kutya mögött.,938
2080033499_6be742f483.jpg,2,"Egy férfi sétál egy kutya mögött, amely a hátsó lábain áll.",938
2080033499_6be742f483.jpg,3,Pórázon cserzett kutya áll a hátsó lábain.,938
2080033499_6be742f483.jpg,4,Kutya pórázon fut az ember elől,938
2081141788_38fa84ce3c.jpg,0,Három gyerek ugrál a levegőbe egy üdülőhely medencéjébe.,939
2081141788_38fa84ce3c.jpg,1,Három gyerek ugrik a vízbe egy pálmafa alatt.,939
2081141788_38fa84ce3c.jpg,2,Három gyerek ugrál a medencébe.,939
2081141788_38fa84ce3c.jpg,3,"Három gyerek ugrál egy medencébe, közepén egy pálmafával.",939
2081141788_38fa84ce3c.jpg,4,Három gyerek ugrik be a szálloda medencéjébe egy mesterséges szigetről.,939
2081446176_f97dc76951.jpg,0,Egy srác sállal és szőtt szánkóval .,940
2081446176_f97dc76951.jpg,1,Egy férfi fekete-fehér sapkában és sálban.,940
2081446176_f97dc76951.jpg,2,Egy sálat és kötött sapkát viselő férfi mosolyog.,940
2081446176_f97dc76951.jpg,3,Egy sapkát és sálat viselő személy jobbra néz.,940
2081446176_f97dc76951.jpg,4,A férfi gyapjúsapkája tetején pici van.,940
2081615901_13092cac56.jpg,0,"Két lány háta egyformán fekete ingbe és fekete-piros növényekbe öltözött, amint felmásznak a kerítésen.",941
2081615901_13092cac56.jpg,1,Két gyerek egyforma ruhában lóg egy lánckerítésen.,941
2081615901_13092cac56.jpg,2,"Két piros nadrágot, fekete nadrágot és szandált viselő lány mászik egy lánckerítésen.",941
2081615901_13092cac56.jpg,3,Két egyformán öltözött lány mászik egy kerítésen,941
2081615901_13092cac56.jpg,4,Két fiatal lány összeillő ruhában lánckerítésen állva.,941
2081679622_6f1442367d.jpg,0,Egy fiú szürke pizsamában ugrál a kanapén.,942
2081679622_6f1442367d.jpg,1,Egy pizsamanadrágos fiú felugrik egy piros kanapéra.,942
2081679622_6f1442367d.jpg,2,"Egy fiú mosolyog a kamerába, és felugrik a levegőbe a kanapén.",942
2081679622_6f1442367d.jpg,3,egy félmeztelen fiú felugrik a kanapéra.,942
2081679622_6f1442367d.jpg,4,A pizsamanadrágos fiú leugrik a kanapéról.,942
2082005167_a0d6a70020.jpg,0,Egy fekete és barna kutya játszik a jégen a tó szélén.,943
2082005167_a0d6a70020.jpg,1,Egy fekete kutya töri a jeget a patak szélén.,943
2082005167_a0d6a70020.jpg,2,Egy fekete kutya lép a jégre.,943
2082005167_a0d6a70020.jpg,3,Egy fekete kutya játszik egy kis jéggel a befagyott folyó mellett.,943
2082005167_a0d6a70020.jpg,4,Egy kutya áll a jeges víz szélén.,943
2083434441_a93bc6306b.jpg,0,"egy idős nő biciklizik a városban, miközben egy sárga taxi készül elhaladni mellette.",944
2083434441_a93bc6306b.jpg,1,Egy idős nő biciklizik a város egyik utcáján.,944
2083434441_a93bc6306b.jpg,2,"Egy idősebb, szőke hajú nő biciklizik az utcán.",944
2083434441_a93bc6306b.jpg,3,Egy szürke felsőkabátos nő biciklizik az utcán.,944
2083434441_a93bc6306b.jpg,4," Idősebb nő , szemüveges biciklizés , bevásárlótáskával a fogantyúján , sárga autó van a háttérben .",944
2083778090_3aecaa11cc.jpg,0,"egy férfi a hóban, aki szőrös kalapot és fekete kabátot visel piros sállal",945
2083778090_3aecaa11cc.jpg,1,Egy férfi kalapot visel a hóviharban.,945
2083778090_3aecaa11cc.jpg,2,Egy kecskeszakállas férfi prémes sapkát visel a hóban.,945
2083778090_3aecaa11cc.jpg,3,Férfi szőrös kalapban áll a hóban,945
2083778090_3aecaa11cc.jpg,4,"A férfi sálat, kabátot és szőrös sapkát visel egy havas napon.",945
2084103826_ffd76b1e3e.jpg,0,Egy fekete-fehér kutya ugrál a fűben.,946
2084103826_ffd76b1e3e.jpg,1,Egy fekete-fehér kutya szájkosárral fut .,946
2084103826_ffd76b1e3e.jpg,2,Arcmaszkot viselő fekete-fehér kutya fut át ​​a mezőn.,946
2084103826_ffd76b1e3e.jpg,3,Egy fekete-fehér kutya maszkkal az arcán fut a mezőn.,946
2084103826_ffd76b1e3e.jpg,4,A fekete-fehér szájkosár kutya ugrál a fű fölött.,946
2084157130_f288e492e4.jpg,0,Fekete-fehér kutya fut egy barna kutya mellett a zöld mezőben.,947
2084157130_f288e492e4.jpg,1,A fekete-fehér kutya a barna kutyával együtt kint vágtat,947
2084157130_f288e492e4.jpg,2,Két kutya száguld egy mezőn.,947
2084157130_f288e492e4.jpg,3,Két kutya fut át ​​a füves területen.,947
2084157130_f288e492e4.jpg,4,Két kutya gyorsan fut a fűben.,947
2084217208_7bd9bc85e5.jpg,0,"Egy kék kabátos, kerékpáros bukósisakot viselő ember biciklizik",948
2084217208_7bd9bc85e5.jpg,1,Egy nő biciklizik.,948
2084217208_7bd9bc85e5.jpg,2,Egy nő biciklizik a parkban,948
2084217208_7bd9bc85e5.jpg,3,"Egy kék kabátos nő sisakot visel, miközben biciklizik.",948
2084217208_7bd9bc85e5.jpg,4,Egy sisakos nő biciklizik.,948
2085078076_b9db242d21.jpg,0,"Egy kisfiú sáros víz közelében áll valamivel a kezében, miközben valaki mellette vödrökben mos ruhát.",949
2085078076_b9db242d21.jpg,1,Egy fiatal fekete gyermek áll a víztömeg szélén vödrök közelében.,949
2085078076_b9db242d21.jpg,2,Egy fiatal fiú a víz közelében áll egy sáros folyóban.,949
2085078076_b9db242d21.jpg,3,"Gyermek áll a folyóparton, mellettük a szennyes vödrökben.",949
2085078076_b9db242d21.jpg,4,A parton a barna víz közelében a fiú tárgyat tart a rongyos vödör mellett.,949
2085255128_61224cc47f.jpg,0,Egy fiú magasan a levegőben a piszok és víz felett a vörös sziklasziklák közelében.,950
2085255128_61224cc47f.jpg,1,Egy közepes méretű gyerek leugrik a poros partról egy patak fölött.,950
2085255128_61224cc47f.jpg,2,egy szürke inget és sárga rövidnadrágot viselő fiatal egy folyóba ugrik .,950
2085255128_61224cc47f.jpg,3,"Sárga rövidnadrágban, szürke ingben, logóval a partról a vízbe ugrik.",950
2085255128_61224cc47f.jpg,4,A sárga rövidnadrágos fiú a folyópartról a folyó felé ugrik.,950
2085400856_ae09df33a7.jpg,0,Kutya a hóban.,951
2085400856_ae09df33a7.jpg,1,Egy kutya feküdt a hóban.,951
2085400856_ae09df33a7.jpg,2,Egy kutya fekszik a havon.,951
2085400856_ae09df33a7.jpg,3,Egy aranykutya játszik a hóban,951
2085400856_ae09df33a7.jpg,4,Egy vörös kutya kuporog a hóban.,951
